date,Albania,Algeria,American Samoa,Angola,Anguilla,Antigua and Barbuda,Argentina,Aruba,Australia,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belgium,Belize,Benin,Bermuda,"Bonaire, Sint Eustatius and Saba",Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Falkland Islands (Malvinas),Fiji,France,French Guiana,French Polynesia,French Southern and Antarctic Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard Island and McDonald Islands,Honduras,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Latvia,Lebanon,Liberia,Libya,Lithuania,Madagascar,Malaysia,Maldives,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Netherlands,New Caledonia,New Zealand,Nicaragua,Nigeria,Niue,Norfolk Island,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Réunion,Romania,Russian Federation,Saint Barthélemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French Part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovenia,Solomon Islands,Somalia,South Africa,South Georgia and the South Sandwich Islands,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Syrian Arab Republic,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States minor outlying islands,United States of America,United States Virgin Islands,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Faroe Islands,Finland,Greenland,Iceland,Svalbard and Jan Mayen Islands
2009-02-01,5.8902278,0.286421,0.1278445,5.7685752,0.0223164,0.0363174,1.602493,0.0692042,5.985477,0.0632111,0.253315,2.0618556,0.3264209,18.2124786,2.34375,1.3087448,0.3154574,0.4907199,0.2518892,1.5150913,0.0492611,13.1552916,3.3621519,0.7404181,0.0434405,0,4.324347,0.0681779,3.9913294,0.5518485,0.2581978,0.0268625,4.157948,0,33.4181519,0.5966749,8.0508013,0.1391876,0.0854457,0.3111212,0.1647446,0.0179856,0.1474491,29.7250862,6.8069596,2.8901734,0.0715308,1.6417997,1.2247061,0.0531471,5.5836449,10.5270834,2.3009787,1.8628281,4.5794663,6.1302924,0.7746253,25.3255215,5.3902826,0.9257835,36.3074532,0.7213706,0,0.7717493,0,0,0.4840618,38.4489784,0.0449944,0.0701403,0.1698113,0.2118644,3.0151799,16.8806343,9.8440695,0.3935458,0.2088388,1.9756241,0.1246995,2.3388984,13.1973972,0,2.2025881,0,0.5331279,0.2715004,0.9300302,0.613497,0,0.3031615,0.0566893,3.291827,0,0.500417,0.1760563,0.8749757,0.3105896,0.2012073,0.1033488,4.9289966,0.2200042,0,8.1310205,0.0433463,0.9195944,0.180213,0.0936037,1.4131629,5.0667949,0,0.25,0.2865329,7.9698958,0.8563038,0.2022586,7.0347505,20.9050083,0.5408779,3.5375075,7.3074989,11.149044,2.546093,7.0600166,8.3787203,0.077099,26.634201,10.0991392,0.9683951,0.6099666,9.3467531,9.3267736,5.5288639,0.7368669,9.4753876,0.7657658,1.8528967,0.0789785,11.6995077,0.2876258,1.5886024,9.5511484,5.2505798,0,0.2992044,0,0,0,0,14.3348627,0.1274088,0.0985383,0.9462596,6.3261557,5.2951965,0.8951935,0,0,0,4.5387897,0.2088022,3.4135654,13.9319057,6.0476232,0.0119313,0,2.133044,15.5925159,6.3460712,0.3436426,0.1910693,9.9729652,0,4.7879705,0.0602174,10.2844639,0.0347705,4.6455698,0.0546597,0.1519427,0.9840306,0.4094631,2.2086823,2.8727827,0.2277106,0.2183383,2.1462398,0.1068947,0.4918981,31.5185871,14.5786076,0.4198839,2.4827478,12.5095186,2.1507506,4.2386584,2.4056604,8.1597252,3.7555566,0
2009-03-01,5.2208834,48.8347855,0.4602403,8.5120926,0.1115822,0.127134,4.623981,0.2073255,5.2231407,0.2039568,0.2595616,0.5141388,1.9446522,32.4564362,36.6795349,1.0113028,4.4554458,2.2775216,0,0.7375286,0.0985222,41.8478279,0.0454133,13.1222296,0,2.0408163,6.4348226,0,2.5320764,2.4748697,0,0.0044729,5.1202483,0.0509554,12.1551085,2.1556723,4.9320474,1.1291369,0.0283607,0.2828374,0.2469136,0.0359712,0.1755669,24.3951607,2.8399909,2.0231214,2.2238164,0.7432588,3.5364218,0.0683319,22.9111691,9.7975006,1.0537407,0.1310616,1.8386729,1.5609186,4.1098399,26.4615383,8.1994457,0.7090302,30.8496895,9.0827341,0,6.321969,1.0103499,0,0.6370111,5.8775511,2.3172104,0.1001703,0,11.4406776,33.3195114,41.4760361,38.3669624,0.4132231,1.0386541,0.4324324,2.5690143,1.1416229,1.8580935,0,4.2679367,0.1464129,5.3708439,0.0558972,1.7380018,1.2269939,0,2.4379497,0.1889288,3.3666575,0.5084746,0,0,0.2261978,0.0887137,0,1.0352416,5.864882,0.375165,0.4968533,3.9249022,6.3230834,0.9785428,0.4848537,0.124805,2.8818066,5.5690413,0,0,5.1575933,30.1704731,0.5380341,0.3960974,13.577796,1.7403315,4.1129031,0.4330181,8.0708761,7.5730996,1.1858439,14.9556398,0.1130926,0.0717818,3.5946031,5.984458,0.4577062,1.3155624,3.3125763,12.9423513,3.7122741,0.6021355,10.7141209,4.0997462,15.0861559,1.7772512,0.6150061,2.8172588,6.8082962,0,1.1279738,0,1.1756703,0.2150538,12.3473539,0,5.7831326,18.3017788,3.2484076,3.4343433,0.1772735,4.9390955,2.2451658,0.5311379,3.7037036,0,0,5.5183749,0.3769492,2.0253329,15.1352425,9.0389309,0.0278396,0,0.2571521,30.2860794,1.0139118,0.1718213,0.4813819,0,1.5220701,1.2244898,1.3065599,42.610836,15.0651608,1.1331092,0.0272926,0.1735358,0.2388043,0.1467434,1.024668,1.0764174,0.3765654,0.1820001,1.092747,0.1603421,0.0296296,5.8354478,8.8442078,0.1290701,1.9275006,1.1284181,0.7467699,0.0375968,1.112422,2.2638144,0.438609,4.9411187
2009-04-01,5.3547525,13.1883869,0.0306827,8.5616293,8.7257309,2.3243146,7.5260444,3.259362,3.3306892,0.0610749,0.6410257,1.5424165,2.8417532,8.470191,0,0.1784652,0,1.3147115,37.8151245,1.8299557,9.9507389,6.472332,5.0862851,5.398273,0.0869943,5.2401748,10.5425568,0.0170445,3.5862069,6.0385766,0.1215922,0,4.0213842,0.1146497,41.7834396,1.4252725,3.8118231,1.1449907,8.2860384,0.2827894,1.6542597,0.0359712,3.3712785,71.0884323,9.7257433,0.2890173,6.7335243,2.9843867,1.8924687,0.1822324,0.1978457,17.9974384,0.2367175,0.1845586,4.5876737,0.4002658,4.4539046,5.6023316,9.257575,2.7655118,12.6423073,14.941494,0.0693962,10.2217293,4.1248713,16.666666,0.4580918,38.7254906,7.7737718,0.0300511,2.3229461,1.2711865,30.9351025,43.3823547,2.9259086,0.0393546,6.7100406,0.1278144,3.4969485,1.787547,4.8552914,0,13.8167562,0,5.9222283,0.0079853,1.040265,0,0,0.0273261,0.491122,6.8852887,0.5128205,0,0.4401408,2.4071527,0.0443634,0,6.3277211,3.1239531,0.7827517,2.0867836,3.631326,6.1578493,1.4378315,0.8045139,0,4.6063967,0.5011065,0,15.5,91.9770737,18.6595478,1.1642308,0.3596821,14.092207,6.4571824,0.1402244,0.5722048,7.4283404,2.5938566,2.5042965,0.0697085,0.0652458,0.0478571,3.5528889,4.1727195,0.211249,0.9165712,2.5709901,2.9472175,4.8662219,1.1591104,9.0062399,0.373599,4.1906986,27.8925896,0.7990166,2.3625214,8.176259,20.4794159,8.4480867,0,1.3021188,59.1397858,16.757494,19.6428566,2.8915663,41.2169914,0.1910828,0.0177431,0.6639518,12.5333776,1.8941311,8.0591869,3.7037036,4.5454545,0,0.2188442,1.2718989,2.6770864,10.5397549,12.7677736,0.747723,0,0.1286174,1.6134186,0.5547748,0.3436426,1.431203,0,0,5.8788676,0.0542152,11.787281,7.2980018,1.3569027,0.2459688,0.1735734,1.9160533,1.5312395,8.3080425,10.746069,2.2251422,0.2171252,4.8521333,89.8984528,0.0592944,2.9934211,34.1261024,7.8359585,0.1427778,7.6497059,0.0276581,15.7750912,1.0283893,1.8055806,3.6921413,1.9061159
2009-05-01,0,7.3688321,0,9.6335125,65.5580368,22.2666187,6.9273176,69.9445953,2.6345243,0.7527975,0.3221166,3.3419023,5.3471966,0.168672,0,1.3682332,0,0,42.9051208,7.2687187,34.8137169,0,0,6.0012374,0.0909504,16.9102287,8.1326218,0,2.6069841,1.0698365,0,0,6.303802,0,8.6984129,0.2591405,0.1138785,1.9044063,5.8990359,0.2318873,47.8189316,0.0359712,38.9570999,21.9512196,0.023068,0,0.1431639,46.8539124,0.525394,0.2505504,10.4638386,0.9328766,0.6312467,0,8.3465128,0.2087914,4.43051,0,1.0729541,2.9702661,9.8916273,18,0,0,0.6487401,0,0,34.7755089,0,0.010017,3.6610682,0,26.4063816,41.8375702,0.0315706,5.2351899,9.167284,0.0589797,0.8903041,0.4816608,4.0355263,0,2.2801802,0,0.2372296,0.2475445,2.3831911,0,0,0,7.0119071,1.9140236,0.6700168,0,0,2.1309109,0.0197171,0,0.030003,0.1724356,0.6185281,0,0.6873609,1.559792,4.8444128,0.0096542,0.0624025,2.9783196,0.1436286,0,0,0.2865329,4.4834685,0.0283106,1.9339314,15.2493382,0,0.3003604,0.1239936,17.554863,0.3023505,5.3863297,0.2473834,1.5355837,0,7.6046257,4.0309401,0.0089103,0.0483392,10.0178185,2.11814,1.834953,0.630808,1.1486018,0.083022,0.2829414,86.6078491,2.0910208,2.1715145,0,9.5883274,9.9511709,99.5098038,2.1644773,21.9354839,2.9850745,73.2142868,0,32.511467,0.7961783,0,2.2222223,27.0959091,0.262463,2.3184543,0,77.272728,0,0.0380183,1.1471187,4.1816425,46.1269646,1.1641603,1.8578931,0,0.2893891,0,0.3389591,0,0.4585153,6.921824,0,0.0724161,0.0120428,0.630137,10.3196669,0.3049539,0,0.2172024,0.2191381,2.0346563,6.9855733,3.9062755,0.0262835,0.0021285,10.4969034,63.0283585,5.6275125,0.2303086,28.7593307,2.1557055,4.9020386,2.27792,0.098783,2.5503707,0.7121964,13.6247263,10.7766085,12.8730211
2009-06-01,4.8192773,0,0.0255689,1.4986435,59.6964951,22.8073368,9.7360086,58.8804436,5.0533075,18.3353691,0.7444246,0,4.0406485,3.8794558,0,0.4166667,0,0.0273149,1.8549747,5.810679,46.3300476,0,0,7.3780093,0.0870701,17.1200008,5.1983404,0.0170445,5.7306228,1.3112061,0,0,1.9653039,0.0127389,8.491848,0.2852694,2.4594493,0.0836587,1.4751773,0.2546113,34.5140038,0,0.5206074,1.3355592,0.1154335,0,0,70.1578522,3.2280457,0.1290714,10.2265234,0.5745411,6.5440288,0,100,0.1597621,0.7652652,15.7389326,0.4223159,3.1926482,4.563405,18.4981689,0.1387925,0.0888297,0.1405709,8.333333,0.1395698,0,0.4952724,0.010017,0.2521334,0,10.9454851,11.9866819,1.1107585,52.4203072,0,0.1278269,1.3812716,0.3532028,2.831414,0,12.0504427,0,3.2195454,13.5922327,0.849499,0,0,0.04095,0.0189036,0.3940588,6.8676715,0,0,0.4581901,0.0049293,0,0.015002,0.0674224,0.2942949,0,0.1448135,0,26.1220074,0.0128722,0,2.1406269,0.0352071,0,0.5,0,1.0292037,0.2654022,7.4636149,9.0532255,0,0,0.0373559,3.2266278,5.2035084,1.3555447,1.1633821,2.3445995,0.0265866,3.6550262,7.939795,2.5046003,0.0691539,0.123835,1.2280624,4.6591053,1.2187755,0.7141206,0,0.5490809,28.5036888,1.291513,3.0743768,0,0,17.8843193,73.0392151,3.612824,5.3763442,0,18.181818,0,0,0,0.4410143,5.9052439,22.2579556,0.0031622,0.5491488,0,4.5454545,0,0.0484883,1.0522319,2.5422139,0,1.9695185,5.2673454,0,10.8468466,12.8016624,0.8482364,0,1.808126,0,0,0.0592495,0.0301105,0.0548546,0.0521105,0.1867065,0,0.7810805,0.0140477,0.0894554,2.3502653,4.4412889,0.0613927,0,11.496335,0.5344735,0.9217264,0.0987394,8.0829754,0.1478135,0.0079321,13.4787121,0.3102132,9.153532,0.1787767,9.0635662,6.0816946,8.4459629
2009-07-01,22.0883541,0,0.0102276,4.397788,46.0388298,32.0501175,11.8197031,0,3.7175736,39.4790382,0.9505941,2.3136246,5.0689945,53.4558563,0,1.4302741,0.0802568,0.0117037,0,1.8809992,10.2216749,0,1.7711172,0.8519312,2.5138261,3.2258065,4.7313361,0.0170445,8.04632,5.1601663,0,0.0089441,0.8576541,0,49.8168488,2.3071859,0.8888372,1.231979,6.9727893,2.7207422,0,0,5.6327829,5.5646482,0.1618871,1.7241379,10.7271414,11.1424789,2.6636589,0.0759244,3.4732909,9.3494291,2.9034691,0,26.6249886,0.113861,0.1217551,16.1170387,0.2880028,9.7136583,20.4467354,11.9485292,0.7633588,0.0222222,4.4388204,0,1.4672726,1.6326531,28.4942608,0.0901533,4.4716983,0,2.1299255,1.6644474,8.4812317,32.7430153,30.5623474,1.6614236,13.4031334,0.9313084,7.30897,0,0.8630221,0,3.0963092,0.4072507,4.0365815,0,0,2.8700287,0.1893222,0.0785794,1.5177066,0,0,0.3540626,0.0246451,0,0.1517501,0.6773921,0.1227392,0,0.181553,56.4991341,13.7006016,0.0343274,0.0624025,3.5751066,0.0545214,0,16.75,0,2.8630252,0.0283136,6.1787019,12.9122124,0.0069061,0.040024,0.047543,4.3342323,2.0138888,5.1519156,0.1204056,0.1000435,0.0345625,7.8015103,1.9695518,7.5839329,0.8457851,1.2936922,5.0097823,3.1343956,0.5424839,0.0785782,0.0831255,0.0484721,0.1053047,2.4000001,10.962471,0,0.2084419,10.234642,5.8823528,12.2391787,0,60.4395599,0,0,17.7215195,0,19.1682777,2.0177932,7.5394106,0.0458636,1.4929388,0,0,0,0.2036366,2.2876468,7.697876,15.5963306,0.7118835,1.7408355,0,2.8888142,8.5089397,0.8024998,0,0.4318411,0,0.8156607,0.0197498,0.1083815,27.9923306,0.1215911,0.5601195,9.7873497,3.0802603,0.0589987,5.709497,1.9781145,4.9426603,0.0350939,0.0159637,5.2318254,0,0.0437892,0.0164593,0.417518,1.4507365,0.0237963,22.587471,5.2272482,13.4549818,0.1153403,3.9753721,5.6883907,18.8515453
2009-08-01,0,0,0.1278445,2.7204762,0.2232143,52.7969475,9.0536518,0,2.9595809,3.257329,0.2189073,0,19.2259674,11.613266,0,3.6970782,4.3214555,0.0078024,0.5037783,1.6821719,0.270936,1.284585,0,0.5776013,0.043592,0.6060606,5.3561692,0.034089,7.4860091,9.5165644,0.0127992,0.0089441,1.1771203,0,4.0268455,7.9138494,1.992233,8.9829779,0,3.5978956,0,0,4.1022677,0,0.0692281,0.867052,18.2664757,0.7144092,4.4692979,0.3643817,0.0219877,2.0619416,1.4753219,0.0615574,6.4782567,0.2214524,1.2402209,47.7747192,3.4954536,8.4230747,33.3333321,5.8023572,12.0138893,4.7333331,2.3286424,0,0.0572594,0.4897959,59.0009003,0.0901623,0.0755858,2.3305085,3.8638985,0.993926,0.1882058,1.613538,1.9366198,1.8784422,3.3845646,1.6687934,4.9147806,0,18.2770691,8.2723284,0.0123244,0.0159706,2.7231646,0,0,3.361115,0.0378215,0.1719744,0,0,0.6156552,5.5061784,0,0.1779359,0.4017403,1.0063766,0.5812448,0.0662471,0.1878378,18.4575386,12.105649,0.0870341,0,3.3092985,0.0795607,0,0,0,6.3231702,0.0884862,6.105588,7.4195347,0,0.8606886,0.018677,7.7513356,1.9373777,7.8915663,0.0380518,1.1265768,0.0585215,2.2234235,3.8244185,1.6381392,0.2278927,5.1542649,6.2100077,5.329483,0.9291005,1.87201,0.1245847,0.1345336,0.0394945,0.7384616,6.9690433,0.012608,0.9379885,6.0082278,0,5.7673659,0.4310345,0.6793478,0,0.1204819,0,0.0159236,0.8266361,0.5961915,5.2799196,0.012667,10.5841522,0,0,0,0.1834814,0.515394,4.2818832,23.0051174,1.8961957,2.8502049,10,1.8018018,19.850008,0.1342946,0,0.4128408,0,4.477612,0.0263331,0.0903206,0,3.9256558,0.5726022,10.8262882,2.9718003,0.1011406,7.829102,4.2930288,2.9628901,0.0262766,1.5814904,5.5212636,0.1068947,2.721673,0.0197427,2.683641,1.4180437,0.0793273,33.8604584,2.0493128,10.0044947,0.2297677,11.3966799,33.4300995,13.768796
2009-09-01,0,0.2734019,0.444899,3.1146514,0.0446329,0.1634284,11.4087648,3.455425,0.7721054,0,0.2782989,0,3.871577,13.4247808,0,1.6656752,0.3075031,0.0039012,0.0839631,0.731053,0.0246305,24.1807919,0,0.1033886,5.3314123,25.9668503,12.4529438,0.0170445,8.3048105,3.1325777,0,3.4305394,1.236902,0,16.4570236,4.4304657,2.4160211,7.2708912,4.4809985,1.3346907,0,0,0.144655,0.7462686,0.2307071,0,0,0.1324961,3.929553,0.1518488,0.8353484,15.2066717,0.3420153,0,2.7470126,0.2040558,8.7168522,12.7525454,5.3555932,8.1343565,21.491621,0,0.1388889,0.022242,3.8922725,0,0.1181018,0,0.6749156,0.1106306,8.0030203,0,2.3457863,0.357241,42.0283012,0.0393546,0.0609189,0.747296,5.5293231,1.1917892,0.0690012,0,20.8041153,0,0.3235348,0.0079853,2.4512126,0,0,3.2780139,0.0377858,0.0587926,0,0,1.407212,17.1794872,0.009858,0,1.3402457,4.4555593,0.5349947,0,0.1665209,0.0433651,4.2427812,0.2123985,0.0312012,2.2787845,0.1393959,0,0,0,0.135083,0.244291,3.118494,9.9790754,0,0.120603,0.0186779,8.0755835,1.4453125,5.7711029,0.0190114,0.2174859,0.0186175,5.9286189,1.3910074,1.2849851,0.0841308,1.3029963,5.876873,9.3665876,1.056155,0.7233649,0,0.0494604,0.0131631,0,2.0525947,0.0378239,0,8.4333773,0,5.2943401,0,0,0,0,0,0,0.2757195,0.5257998,1.1926759,0.00317,2.284811,0,0,0,1.240939,2.1424892,1.1547997,1.5361836,5.101553,5.9078612,0,0.6447453,7.5902843,0.049428,0,0.8203005,0,0,0.0987492,0.0150521,26.3330593,9.259903,0.211627,0,0.1301518,1.3489966,0.0894554,0,2.0386357,0.0087596,1.2572256,3.5042565,0,4.3963914,0.0098765,1.8697386,4.1653008,0.5631792,22.8157692,4.1838026,3.4482758,0.0255265,20.2185001,6.5993719,26.6041737
2009-10-01,0.5354753,1.3539903,2.4087143,7.0809445,0,0,18.0432911,0,2.4759824,0.4274374,1.1225415,0.2577319,1.4760147,3.7211916,0,1.2492564,0.179964,0.0117078,0,0.855799,0.3694581,0.0494071,0,0.2177645,0,9.9662161,15.8004894,0,6.0898685,10.8452339,0.6015615,16.5433884,0.2905898,0,43.357933,5.0710025,0.1665926,17.62644,1.2205507,0.21492,0,0,4.1479335,16.3306446,2.5326703,0.867052,0,0.3341399,1.2184185,0.1898254,0.0219877,12.0028305,29.6685963,0.1275917,14.0310402,0.1597368,2.3230217,8.4033613,9.4709396,3.9713423,9.9768238,0.5429865,0.1388889,2.2605193,12.184598,0,0.1610421,0,0,0.0300511,0.0188715,0,0.7473531,0.7113543,0.1254312,0.1967729,0.2252464,0.1965602,7.722939,1.8805841,1.5316719,0,6.4586153,0,1.4388711,0.103809,1.6033528,0,0,1.203172,0.0755572,0.2938829,0.1782531,1.3376384,0.7915567,0.9141926,0.1725158,0.5952381,0.2735111,1.4607219,0.1644318,0,0.117531,0,0.0471309,0.0354138,0,2.7189653,0.0802653,0,0,0.2865329,0.9069857,0.4175957,3.0494483,16.9122295,0,0.3437816,0.0645457,6.2663827,0.8988764,10.1834974,0,0.800348,0.0159515,11.6649771,1.0458655,1.117761,0.0414279,1.5565501,8.2387104,8.3637371,6.4009495,8.4357138,0.4614094,0.0059371,2.9748585,0,1.6723584,0.006304,3.1787388,9.0971327,0,8.1390676,0,0,0,5.3075995,0,0.0796178,2.2644022,1.7383592,0.2003339,0.0300609,6.425591,4.1666665,0,0,0.3351985,3.414052,0.9151444,5.7340908,1.8844736,9.3747511,0,0.0321543,0.1596169,0.34868,0,1.2643511,0.0271444,2.3513141,0.1053325,0.0301078,0.0546597,3.9256558,0.1618224,0.4360861,1.0845987,0.1995167,0.9840099,0.0380662,3.4547231,0.0701324,0.0202212,3.1437206,0,4.4803891,0.0164652,0.3013249,13.5698242,0.0158629,7.7535481,4.1842823,16.3368034,0.6400409,21.2995148,14.763032,21.0397549
2009-11-01,5.2208834,0.1822679,1.6049383,10.8289738,0.2901138,1.1801016,13.0757923,0,1.386564,1.1335531,0.0719244,0,2.552783,0,0,0.4761905,0.3623188,0.0819448,0,2.3088975,0.0738916,0.709607,16.8937321,0.1076013,0,16.803278,19.7443123,0.0170474,7.6760654,5.0290518,0.3676471,0.1097896,0.6873696,0,38.7690353,4.3495545,0.2348882,25.266592,0.142369,0.3563953,0.0823723,0.0719424,0.0308928,57.0016479,15.433404,0,0.1430615,0.1497782,0.1172554,0.1670209,0.0219877,1.6642652,1.8947369,0.5594406,12.8996983,0.1664315,2.7172136,12.706111,6.8904467,6.9815631,20.714365,0,2.498265,2.8142588,0.6290489,0,0.7874297,0.3265306,0,0,0,3.1390135,0.8298755,0.0273224,1.830808,0.0196812,4.0737209,0.2457969,9.6676331,4.4994426,0.025909,0,18.9493866,1.7569547,0.7582062,0.0798531,0.7008818,2.3622048,0,0.6743467,0.0944465,0.3285119,0,1.6168544,2.0228672,2.7962947,0.0492902,0.7575758,1.5808694,15.7352409,0.3627148,0,0.1269848,0,0.3653937,2.0053606,0.1874414,2.6654422,0.1133483,0,3.75,0,6.1105037,0.47053,0.2565828,2.5490127,0,3.3450704,0.0272401,3.7817163,4.9721599,4.1677222,0,0,0.007976,24.5014248,0.0508407,0.1760253,0.0379795,2.827322,5.078177,4.8456874,1.5987879,0.0716448,0.2213614,0.1878485,0.0131631,0,0.8152907,0.1071811,0.2085506,20.5347309,0,3.4300971,0,0.2713704,0,8.6746988,0,0.4777831,1.6368545,0.1154119,0.3839733,0.015811,1.0383387,4.347826,0,0,0.8822477,0.8515024,10.3294582,16.1198597,0.7777435,0.1895467,0,0.6430868,2.123244,0.8477998,0,2.3223846,0.0271444,0.9681881,0.0724161,0.0241015,0,0.0521195,1.5872028,0,0.0650759,0.1432987,2.7349069,0.3420753,7.8592238,0.0700587,0.0340672,7.130074,0,2.9243119,0.043175,0.0532387,11.5119667,0.1110406,15.2232609,0.1936376,0,0,11.5702477,0,0
2009-12-01,24.096386,1.0936075,1.7082652,3.0332723,0.1562151,0.7808244,10.2894869,1.105736,2.0712719,9.4551287,0.1063431,0.2577319,0.1942125,0.0674536,0,0.1189768,0.952381,0.2135633,0,0.170111,0.3694581,1.4342235,6.4145522,0.0051239,0,9.375,33.7508888,0,9.3589802,1.332588,0,0.0089441,0.374602,0.0127389,18.5755539,0.9707419,0.069666,0.2531646,3.7005408,0.3677095,0.3294893,0.0539568,0.7874016,10.9343939,0,0,0,0.3802062,0.5028515,0.6073028,0.0219829,9.6054602,0.1844532,0,7.6048675,0.1994302,3.9242985,3.8349042,3.5421364,3.887058,5.0619392,0,0.9735744,0,0.039374,0,0.5832583,0,0.0224972,0.0500902,3.8120401,5.292479,0.1467505,0.0273523,0.1428345,0,1.9657086,0.0294927,1.5240772,1.1235955,0.0172712,0,21.1510792,0.5124451,4.5160294,0,1.6433916,0,0,1.3131602,0.1133573,0.6072406,0,0,0.8826125,0.1643048,0,0,0.12002,2.2584906,0.0810542,0,0.1173647,0.0433088,1.119359,0.05042,0.1561037,2.8335633,0.2184452,0,26.9521408,0.2865329,1.1771517,0.2654022,1.2660351,1.4033011,0.6301152,0,0.1851034,12.6255455,0.1949698,0.6437768,0.0126743,0,0.031903,0,0.0036315,0,0.0552372,0.6486346,7.4405107,2.90133,0.2912704,0.6827756,0,0.7946638,0.1974464,0.0615385,2.4400303,0.0630398,3.503788,29.4346237,7.352941,3.5107806,0.6451613,0.1358696,5.3571429,47.1204185,0,0.1912351,0.1481795,0.1871991,2.9544315,0.0158108,0.30409,3.8461537,0,31.25,5.8216486,0.2711864,6.3087511,16.5197906,3.1027441,0.6010668,0,0.0966184,0.1124317,0,0.3454231,0.184528,0.6514658,0,0.0263678,0.024087,0,0.0173762,5.7545877,0.1107726,0.0433839,0.4239941,9.6551723,0.2285714,11.6269102,0.0350232,0.0351385,8.2340527,0,1.917573,0.0463976,0.1021314,1.5921812,0.2063165,10.9449635,0.0673134,0,0,0,0,0
2010-01-01,2.141901,0.4556698,0.1380933,4.6912112,1.69605,1.2347921,9.7480803,0,3.8905833,4.2312803,0.1251056,0,1.0001924,0.0112423,0,0.2382371,0,1.0329118,0.0841043,1.3156265,0.2955665,0.4950495,14.8613291,0.0666103,0.043611,0,30.1081314,0,8.4680119,0.897291,0.0063996,0.0089441,0.132145,1.1469351,14.2338419,0.7600786,0.0072985,8.7217045,1.106697,0.1301641,0,0,1.0244287,12.0805368,2.5462964,0,0.0715308,0.0748891,0.8270187,0.0835168,0,6.8824558,0.0526732,0,11.6319742,0.1091289,0.808452,8.0136538,0.3430058,1.0148252,11.7845507,0,0.4922644,4.4831882,0.71144,4.1666665,0.4276268,0,0,0.0300511,0.1132075,0,3.0580404,0.0548246,5.229794,0.0196812,1.3564599,0.245821,0.1906132,4.2531457,0.980478,0,5.9779134,0,1.8071361,0.0159706,0.9515362,0,0,3.4501948,0.2842524,0.0369304,0,0,0.7042254,3.4513102,0,0,0.7501939,2.309036,0.25011,0.0662471,0.0862776,0.0433463,3.2885432,0.3089466,0.5215124,1.7104261,0.4652385,0,10.3015079,0,2.4700887,0.722175,0.1551948,2.060957,0,5.6027822,2.8997078,5.282289,0.1170047,0.1172333,0.0633914,0.0173989,0.0132933,0,0.3740286,1.469553,0.2832274,0.3270279,18.5363541,1.8724371,2.216418,0.1713241,3.5287082,0.3189682,0.671406,0,2.0756557,0.5232301,1.8815331,13.6347494,7.8431373,0.4578838,0.2150538,0,28.5714283,32.1256027,0.0573394,0.2388915,0.5187836,0.1240475,0.3674628,0.1549456,5.6705418,0,0,0,19.5681286,0.0108475,2.3541775,18.2574883,0.8457711,0.1431867,0,0.4511763,0.0966184,5.1689863,0.1718213,0.213159,23.0327873,0,0.0725211,0.0301051,0.6834336,0.1042572,11.3697662,0.4942339,0.0650759,0.0816074,2.3161683,0,1.5465751,0.3154574,0.0129166,6.8013549,0,6.5111618,1.0628146,0.6036396,0.9389806,0.0714853,1.5437868,0.0514485,0,0,0,0,0
